ID,Bank branch,Funding type,Funding classification,Customer sector,Funding value,Installement value,Exchange date,Gender,Age,Social status,Special needs,Family members,Saving loan,Income
10143,Khamis Mushait,Project,Solution,NULL,221000,>= 1000,2019/01,Male,>= 30,Married,No,< 02,No,< 5000
10144,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,< 5000
10145,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 02,No,>= 7500
10146,Khamis Mushait,Social,Family,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 05,No,>= 5000
10147,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
10148,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
10149,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,< 5000
10150,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,< 5000
10151,Khamis Mushait,Social,Renovation,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,>= 10000
10152,Khamis Mushait,Social,Renovation,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,< 5000
10153,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 05,No,>= 10000
10154,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 05,No,< 5000
10155,Khamis Mushait,Project,Emerging,NULL,152000,>= 1000,2019/01,Male,>= 30,Married,No,< 02,No,< 5000
10156,Khamis Mushait,Social,Family,Government employee,24000,< 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 7500
10157,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10158,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10159,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 10000
10160,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,< 5000
10161,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
10162,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10163,Khamis Mushait,Social,Family,Retired of insurance,60000,< 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
10164,Khamis Mushait,Social,Family,Retired of insurance,60000,< 1000,2019/02,Male,>= 40,Married,No,>= 05,No,
10165,Khamis Mushait,Social,Marriage,NULL,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10166,Khamis Mushait,Social,Marriage,NULL,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10167,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10168,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
10169,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10170,Khamis Mushait,Social,Family,Retired of insurance,60000,>= 1000,2019/03,Male,>= 60,Married,No,>= 05,No,>= 5000
10171,Khamis Mushait,Social,Family,Retired of insurance,60000,>= 1000,2019/03,Male,>= 60,Married,No,>= 05,No,>= 10000
10172,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
10173,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
10174,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,>= 7500
10175,Khamis Mushait,Social,Marriage,Government employee,24000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10176,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10177,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 30,Divorced,No,>= 02,No,>= 10000
10178,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/01,Female,>= 30,Divorced,No,>= 02,No,< 5000
10179,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
10180,Khamis Mushait,Social,Marriage,Government employee,24000,< 1000,2019/01,Male,>= 30,Married,No,>= 02,Yes,>= 10000
10181,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
10182,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10183,Khamis Mushait,Social,Family,Private sector employee,42000,< 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
10184,Khamis Mushait,Social,Family,Private sector employee,42000,< 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
10185,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
10186,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10187,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/03,Female,>= 40,Divorced,No,>= 02,No,< 5000
10188,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/03,Female,>= 40,Divorced,No,>= 02,No,>= 10000
10189,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,< 5000
10190,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
10191,Khamis Mushait,Social,Marriage,NULL,48000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,< 5000
10192,Khamis Mushait,Social,Marriage,NULL,48000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 10000
10193,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
10194,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
10195,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
10196,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 10,Yes,< 5000
10197,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 10,Yes,>= 10000
10198,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/01,Female,>= 40,Widow,No,>= 05,No,>= 7500
10199,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/01,Female,>= 40,Widow,No,>= 05,No,< 5000
10200,Khamis Mushait,Social,Marriage,NULL,36000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10201,Khamis Mushait,Social,Marriage,NULL,36000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10202,Khamis Mushait,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 10000
10203,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
10204,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 05,No,>= 10000
10205,Khamis Mushait,Social,Family,Government employee,42000,< 1000,2019/02,Male,>= 30,Married,No,>= 05,No,>= 7500
10206,Khamis Mushait,Social,Marriage,Government employee,24000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10207,Khamis Mushait,Social,Marriage,Government employee,36000,< 1000,2019/01,Male,>= 40,Married,No,>= 02,No,>= 5000
10208,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10209,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10210,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
10211,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
10212,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 5000
10213,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 7500
10214,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
10215,Khamis Mushait,Social,Marriage,Government employee,18000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10216,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 10,No,>= 7500
10217,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10218,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10219,Khamis Mushait,Social,Marriage,Government employee,54000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 7500
10220,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
10221,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
10222,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/03,Female,>= 30,Widow,No,>= 02,No,< 5000
10223,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/03,Female,>= 30,Widow,No,>= 02,No,>= 10000
10224,Khamis Mushait,Social,Family,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 05,No,< 5000
10225,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10226,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 5000
10227,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
10228,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10229,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/03,Female,>= 30,Divorced,No,>= 05,Yes,>= 7500
10230,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/03,Female,>= 30,Divorced,No,>= 05,Yes,< 5000
10231,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/03,Male,>= 60,Married,No,>= 05,No,< 5000
10232,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/03,Male,>= 60,Married,No,>= 05,No,>= 10000
10233,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10234,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,>= 10000
10235,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 05,No,< 5000
10236,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10237,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10238,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10239,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10240,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
10241,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
10242,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/03,Female,>= 30,Divorced,No,>= 02,Yes,< 5000
10243,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/03,Female,>= 30,Divorced,No,>= 02,Yes,>= 10000
10244,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10245,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 7500
10246,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 7500
10247,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
10248,Khamis Mushait,Social,Family,NULL,54000,< 1000,2019/02,Male,< 30,Divorced,No,>= 02,No,>= 10000
10249,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 05,No,>= 7500
10250,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
10251,Khamis Mushait,Social,Family,NULL,54000,< 1000,2019/02,Male,< 30,Divorced,No,>= 02,No,< 5000
10252,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10253,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10254,Khamis Mushait,Social,Marriage,Government employee,30000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10255,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 7500
10256,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10257,Khamis Mushait,Social,Marriage,Government employee,24000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10258,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
10259,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,< 5000
10260,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,>= 7500
10261,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,>= 7500
10262,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,>= 10000
10263,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10264,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10265,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10266,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10267,Khamis Mushait,Social,Renovation,NULL,60000,< 1000,2019/02,Female,>= 30,Married,No,>= 05,No,>= 10000
10268,Khamis Mushait,Social,Renovation,NULL,60000,< 1000,2019/02,Female,>= 30,Married,No,>= 05,No,< 5000
10269,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10270,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10271,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10272,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 10000
10273,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,< 5000
10274,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 5000
10275,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10276,Khamis Mushait,Social,Family,Government employee,18000,< 1000,2019/02,Male,>= 40,Married,No,>= 05,No,< 5000
10277,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10278,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10279,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 5000
10280,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10281,Khamis Mushait,Project,Solution,NULL,232000,>= 1000,2019/02,Male,< 30,Single,No,,No,
10282,Khamis Mushait,Project,Emerging,NULL,203000,>= 1000,2019/01,Female,>= 30,Married,No,< 02,No,< 5000
10283,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10284,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10285,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10286,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 02,No,< 5000
10287,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10288,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 02,No,>= 7500
10289,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10290,Khamis Mushait,Social,Marriage,Government employee,54000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10291,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10292,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10293,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10294,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10295,Khamis Mushait,Social,Family,Government retired,60000,< 1000,2019/02,Male,>= 40,Married,No,>= 10,No,>= 5000
10296,Khamis Mushait,Social,Family,Government retired,60000,< 1000,2019/02,Male,>= 40,Married,No,>= 10,No,>= 10000
10297,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10298,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10299,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10300,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10301,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 10000
10302,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,< 5000
10303,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 02,No,>= 7500
10304,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10305,Khamis Mushait,Social,Marriage,Government employee,48000,< 1000,2019/02,Male,< 30,Married,No,>= 02,Yes,>= 7500
10306,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10307,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 02,No,< 5000
10308,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,>= 40,Married,No,>= 02,No,>= 10000
10309,Khamis Mushait,Social,Marriage,Government employee,24000,< 1000,2019/01,Male,< 30,Married,No,>= 02,Yes,>= 7500
10310,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 7500
10311,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,< 5000
10312,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,Yes,< 5000
10313,Khamis Mushait,Social,Marriage,Government company employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10314,Khamis Mushait,Social,Family,NULL,24000,< 1000,2019/01,Male,>= 60,Married,No,>= 02,No,>= 10000
10315,Khamis Mushait,Social,Family,NULL,24000,< 1000,2019/01,Male,>= 60,Married,No,>= 02,No,< 5000
10316,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,< 5000
10317,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/03,Male,>= 30,Married,No,>= 02,No,>= 10000
10318,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,< 5000
10319,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/03,Male,>= 40,Married,No,>= 05,No,>= 10000
10320,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10321,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10322,Khamis Mushait,Social,Marriage,Government employee,42000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10323,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10324,Khamis Mushait,Social,Family,NULL,24000,< 1000,2019/02,Female,>= 30,Divorced,No,>= 05,No,>= 10000
10325,Khamis Mushait,Social,Family,NULL,24000,< 1000,2019/02,Female,>= 30,Divorced,No,>= 05,No,< 5000
10326,Khamis Mushait,Social,Marriage,Government employee,18000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10327,Khamis Mushait,Social,Marriage,Government company employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10328,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/01,Male,< 30,Married,No,>= 10,Yes,>= 7500
10329,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 7500
10330,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 40,Married,No,>= 05,No,>= 5000
10331,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 10,No,>= 10000
10332,Khamis Mushait,Social,Family,NULL,60000,< 1000,2019/01,Male,>= 40,Married,No,>= 10,No,< 5000
10333,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 02,Yes,< 5000
10334,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/01,Male,>= 60,Married,No,>= 02,Yes,>= 7500
10335,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,>= 10000
10336,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10337,Khamis Mushait,Social,Marriage,NULL,60000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10338,Khamis Mushait,Project,Emerging,NULL,135000,>= 1000,2019/01,Male,< 30,Single,No,< 02,No,< 5000
10339,Khamis Mushait,Social,Family,Government employee,60000,>= 1000,2019/01,Male,>= 30,Married,No,>= 10,No,>= 10000
10340,Khamis Mushait,Project,Emerging,NULL,185000,>= 1000,2019/02,Male,< 30,Single,No,< 02,No,< 5000
10341,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,Yes,>= 05,No,>= 10000
10342,Khamis Mushait,Social,Marriage,Private sector employee,60000,>= 1000,2019/01,Male,< 30,Married,Yes,>= 05,No,>= 5000
10343,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/02,Male,>= 60,Married,No,>= 05,No,>= 7500
10344,Khamis Mushait,Social,Marriage,Government employee,24000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10345,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10346,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10347,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10348,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10349,Khamis Mushait,Social,Marriage,Government employee,36000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10350,Khamis Mushait,Social,Marriage,Private sector employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10351,Khamis Mushait,Social,Marriage,Private sector employee,42000,< 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10352,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,>= 30,Married,No,>= 02,No,>= 5000
10353,Khamis Mushait,Social,Marriage,Government employee,30000,< 1000,2019/03,Male,< 30,Married,No,>= 02,Yes,>= 7500
10354,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 7500
10355,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,< 5000
10356,Khamis Mushait,Social,Marriage,NULL,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10357,Khamis Mushait,Social,Marriage,Government employee,60000,>= 1000,2019/02,Male,< 30,Married,No,>= 02,No,>= 10000
10358,Khamis Mushait,Social,Marriage,Government employee,60000,< 1000,2019/03,Male,< 30,Married,No,>= 02,No,>= 7500
10359,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Divorced,No,>= 05,No,>= 10000
10360,Khamis Mushait,Social,Family,Government retired,60000,>= 1000,2019/01,Male,>= 60,Divorced,No,>= 05,No,< 5000
10361,Khamis Mushait,Social,Family,NULL,60000,>= 1000,2019/02,Female,>= 30,Divorced,No,>= 02,No,>= 5000
